product_id,external_id,title,brand,category,subcategory,url,source,price_current,price_original,currency,discount_pct,has_discount,rating_score,reviews_count,availability,description,images_count,first_image,tags,scraped_at
1da181b3-74ee-4da5-990e-e48d51062de9,7433185424866,Gucci Lightweight Sunglasses Lite,Gucci,Fashion,,https://www.amazon.com/product/gucci-lightweight-sunglasses-lite-11,amazon,2439.82,,USD,,False,3.8,119,limited,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/7433185424866.jpg,amazon|fashion,2026-03-19T21:50:45.380299
f934f581-7285-49b2-8828-087374029231,5238415934796,Bosch Professional Car Charger 2024,Bosch,Automotive,,https://www.amazon.com/product/bosch-professional-car-charger-2024-12,amazon,2409.38,,USD,,False,4.7,11,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/5238415934796.jpg,amazon|automotive,2026-03-20T08:05:09.697929
8cc5ec6f-0943-4b4a-b5fa-71b5f4838c29,7205167334463,NYX Heavy Duty Foundation Max,NYX,Beauty,,https://www.amazon.com/product/nyx-heavy-duty-foundation-max-13,amazon,669.35,776.45,USD,13.8,True,,0,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/7205167334463.jpg,amazon|beauty,2026-03-25T09:25:24.177149
8987ac6e-4ca0-4b41-9174-a04eadfc0eef,0584114756521,Tefal Iron Plus,Tefal,Home,,https://www.amazon.com/product/tefal-iron-plus-14,amazon,2060.35,,USD,,False,3.9,164,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/0584114756521.jpg,amazon|home,2026-03-22T01:05:06.135581
f4971c90-52d5-4ef7-84d0-4bb3117566e5,4176800127417,Hot Wheels Essential Remote Control Car v2,Hot,Toys,,https://www.amazon.com/product/hot-wheels-essential-remote-control-car-v2-15,amazon,1859.56,,USD,,False,2.7,46,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/4176800127417.jpg,amazon|toys,2026-03-25T21:26:49.729417
7c13fb87-4580-48e1-a121-caebfc37d2f8,1213484489309,Cadbury Pro Protein Bar 2024,Cadbury,Food,,https://www.amazon.com/product/cadbury-pro-protein-bar-2024-16,amazon,2291.55,,USD,,False,4.6,709,limited,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/1213484489309.jpg,amazon|food,2026-03-18T01:24:06.117535
484a5f4f-8c2d-4232-a422-060f09443c9f,2489521949701,IKEA Heavy Duty Toaster Pro,IKEA,Home,,https://www.amazon.com/product/ikea-heavy-duty-toaster-pro-17,amazon,1134.59,,USD,,False,3.3,678,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/2489521949701.jpg,amazon|home,2026-03-18T12:42:24.166847
1ed0c727-31b3-44f1-86dd-1a61f98a2dde,9586450859694,Charlotte Tilbury Portable Conditioner Lite,Charlotte,Beauty,,https://www.amazon.com/product/charlotte-tilbury-portable-conditioner-lite-18,amazon,20.83,22.29,USD,6.6,True,3.5,176,out_of_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/9586450859694.jpg,amazon|beauty,2026-03-14T06:55:52.601333
d6c3a804-dcfd-412c-a6de-d8a030869730,1082437253897,Nestle High Performance Granola Max,Nestle,Food,,https://www.amazon.com/product/nestle-high-performance-granola-max-19,amazon,2368.22,,USD,,False,4.5,646,in_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.amazon.example/img/1082437253897.jpg,amazon|food,2026-03-25T09:53:29.358594
bf1ad7d5-8e73-4824-add7-e15eec663780,6607271052136,Lenovo High Performance Headphones Pro,Lenovo,Electronics,,https://www.amazon.com/product/lenovo-high-performance-headphones-pro-20,amazon,1026.28,,USD,,False,3.8,20,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/6607271052136.jpg,amazon|electronics,2026-03-18T03:47:56.576325
be07a227-842d-4a4b-8512-55bd3c05d242,6518061929593,Acer Earbuds Pro,Acer,Electronics,,https://www.amazon.com/product/acer-earbuds-pro-21,amazon,1905.78,,USD,,False,4.8,46,limited,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/6518061929593.jpg,amazon|electronics,2026-03-19T03:34:58.338091
d876b87f-19d8-409e-a6f5-fe375dee329e,8770992494228,H&M Essential Jacket Lite,H&M,Fashion,,https://www.amazon.com/product/h-m-essential-jacket-lite-22,amazon,269.63,377.48,USD,28.6,True,3.4,312,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.amazon.example/img/8770992494228.jpg,amazon|fashion,2026-03-24T19:20:46.619777
9c126a7c-a35e-47b7-8261-04eda7e9c61e,4728362555569,Shell Dash Camera Pro,Shell,Automotive,,https://www.amazon.com/product/shell-dash-camera-pro-23,amazon,2195.99,,USD,,False,4.7,39,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/4728362555569.jpg,amazon|automotive,2026-03-14T20:08:25.042280
7b43113e-7a92-42ea-a383-7db7291f8e55,1055245342952,MAC Serum,MAC,Beauty,,https://www.amazon.com/product/mac-serum-24,amazon,1826.85,2009.54,USD,9.1,True,,0,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/1055245342952.jpg,amazon|beauty,2026-03-24T12:33:24.417874
a514b5e9-58f8-4e80-821b-288228bf0658,6918331532679,HarperCollins Classic Complete Guide v2,HarperCollins,Books,,https://www.amazon.com/product/harpercollins-classic-complete-guide-v2-25,amazon,1677.0,2079.48,USD,19.4,True,3.8,1035,out_of_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/6918331532679.jpg,amazon|books,2026-03-21T06:16:43.600626
e8483ddd-928b-4cea-8cba-cdb8304af065,0817670247755,Mattel Advanced Art Set Pro,Mattel,Toys,,https://www.amazon.com/product/mattel-advanced-art-set-pro-26,amazon,1139.6,,USD,,False,4.2,342,limited,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/0817670247755.jpg,amazon|toys,2026-03-24T23:26:00.294271
50f62cc3-b379-41e7-ad59-e84e783aa90d,5725299719244,Michelin Portable Car Charger Plus,Michelin,Automotive,,https://www.amazon.com/product/michelin-portable-car-charger-plus-27,amazon,1099.54,,USD,,False,,0,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/5725299719244.jpg,amazon|automotive,2026-03-23T16:21:23.591205
af138085-1561-40a5-ab3a-0fb32918bd0e,3403667424961,Gucci Shorts Lite,Gucci,Fashion,,https://www.amazon.com/product/gucci-shorts-lite-28,amazon,1228.51,1326.79,USD,7.4,True,2.8,278,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/3403667424961.jpg,amazon|fashion,2026-03-26T10:16:16.768603
3b6bc7da-8f22-4a4a-9ed3-8e26efd389bf,4132821541263,H&M Pro Dress Pro,H&M,Fashion,,https://www.amazon.com/product/h-m-pro-dress-pro-29,amazon,730.21,,USD,,False,2.8,302,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/4132821541263.jpg,amazon|fashion,2026-03-19T17:39:18.148889
28bcfd0b-2eee-407d-8edd-52694d17e15c,1912722003170,MAC Lipstick v2,MAC,Beauty,,https://www.amazon.com/product/mac-lipstick-v2-30,amazon,705.92,,USD,,False,4.7,23,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/1912722003170.jpg,amazon|beauty,2026-03-20T15:17:18.875145
307c8cdb-29fc-4bf8-b7b8-531b749cfd4b,7384556144131,Electrolux Heater,Electrolux,Home,,https://www.amazon.com/product/electrolux-heater-31,amazon,662.45,881.06,USD,24.8,True,3.7,84,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/7384556144131.jpg,amazon|home,2026-03-16T16:00:26.541557
01660b78-ed89-41b7-a3dd-098b42c3249d,8481544354064,Electrolux Vacuum Cleaner Lite,Electrolux,Home,,https://www.amazon.com/product/electrolux-vacuum-cleaner-lite-32,amazon,1693.35,,USD,,False,4.7,105,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/8481544354064.jpg,amazon|home,2026-03-22T05:09:28.531772
f5273402-0aa5-46ab-86da-cc57a23acb48,9804503735945,Shell Dash Camera 2024,Shell,Automotive,,https://www.amazon.com/product/shell-dash-camera-2024-33,amazon,1142.85,,USD,,False,3.2,218,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/9804503735945.jpg,amazon|automotive,2026-03-23T23:09:50.900937
8c077120-63d1-43e1-9448-1a176a48c0f1,3203774934150,Fisher-Price Ultra Science Kit v2,Fisher-Price,Toys,,https://www.amazon.com/product/fisher-price-ultra-science-kit-v2-34,amazon,187.47,,USD,,False,4.1,950,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/3203774934150.jpg,amazon|toys,2026-03-20T20:19:00.872203
701d9e01-7962-4c43-b247-98eec1216886,6863605750903,Random House Classic Fundamentals Lite,Random,Books,,https://www.amazon.com/product/random-house-classic-fundamentals-lite-35,amazon,2137.03,,USD,,False,3.5,511,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/6863605750903.jpg,amazon|books,2026-03-20T06:38:27.987694
202d868c-0785-42ed-a00f-e5851feefd5f,4130501704070,Decathlon Advanced Running Shoes Max,Decathlon,Sports,,https://www.amazon.com/product/decathlon-advanced-running-shoes-max-36,amazon,1082.6,,USD,,False,3.3,347,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/4130501704070.jpg,amazon|sports,2026-03-24T22:50:50.041050
125d78a6-76b7-4363-9c93-922f47a34ec1,1684894088619,Fisher-Price Premium Building Set,Fisher-Price,Toys,,https://www.amazon.com/product/fisher-price-premium-building-set-37,amazon,1647.44,,USD,,False,3.0,113,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/1684894088619.jpg,amazon|toys,2026-03-25T08:21:34.306565
9501dda2-b1b4-4a30-991a-030760f7e927,7410573645047,Prada Sunglasses,Prada,Fashion,,https://www.amazon.com/product/prada-sunglasses-38,amazon,772.59,1081.63,USD,28.6,True,3.4,90,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/7410573645047.jpg,amazon|fashion,2026-03-15T09:24:28.867765
afc75500-f08e-438f-a780-f6e1cdcb4dca,2867337968810,HarperCollins Smart Complete Guide 2024,HarperCollins,Books,,https://www.amazon.com/product/harpercollins-smart-complete-guide-2024-39,amazon,610.21,,USD,,False,,0,limited,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/2867337968810.jpg,amazon|books,2026-03-25T19:50:29.081373
11d9ab05-cf68-4b90-88be-4d5d3b2840f0,1782719729173,Tefal Blender,Tefal,Home,,https://www.amazon.com/product/tefal-blender-40,amazon,543.74,,USD,,False,3.1,1161,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/1782719729173.jpg,amazon|home,2026-03-14T14:20:32.466061
ca317c4a-6d9f-40fb-99fd-2809e2b3ed9e,0155608124334,Penguin Essential Reference Manual 2024,Penguin,Books,,https://www.amazon.com/product/penguin-essential-reference-manual-2024-41,amazon,2336.31,,USD,,False,3.6,166,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/0155608124334.jpg,amazon|books,2026-03-17T06:36:39.557604
8837806a-ed7d-4bda-9b69-1f9117f92f88,8113529559965,Gucci Lightweight Hoodie 2024,Gucci,Fashion,,https://www.amazon.com/product/gucci-lightweight-hoodie-2024-42,amazon,1367.44,1463.16,USD,6.5,True,3.1,155,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/8113529559965.jpg,amazon|fashion,2026-03-25T18:15:29.490685
21b2d40c-2556-4d8f-acb1-d2f6b2ad2ab3,8725021543066,New Balance Water Bottle Pro,New,Sports,,https://www.amazon.com/product/new-balance-water-bottle-pro-43,amazon,1708.45,,USD,,False,2.8,158,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/8725021543066.jpg,amazon|sports,2026-03-26T05:34:22.848844
a4233a30-bb5d-4b76-8e1b-5fc3735c3a57,7711613292741,Castrol Car Mat,Castrol,Automotive,,https://www.amazon.com/product/castrol-car-mat-44,amazon,2353.57,3318.53,USD,29.1,True,,0,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/7711613292741.jpg,amazon|automotive,2026-03-25T02:18:20.342898
323fc35f-4d8a-4b04-9623-ec27463b67b6,1737908926940,Charlotte Tilbury Pro Face Cream 2024,Charlotte,Beauty,,https://www.amazon.com/product/charlotte-tilbury-pro-face-cream-2024-45,amazon,120.34,,USD,,False,3.6,775,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/1737908926940.jpg,amazon|beauty,2026-03-25T06:35:21.820039
3999c596-3fba-4270-ac4b-d7aad86ada91,2393021232145,Acer Deluxe SSD v2,Acer,Electronics,,https://www.amazon.com/product/acer-deluxe-ssd-v2-46,amazon,1614.34,,USD,,False,2.9,921,in_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.amazon.example/img/2393021232145.jpg,amazon|electronics,2026-03-21T03:41:37.190762
e443328c-e51d-4433-81e7-170c1794e624,6177127407751,Reebok Heavy Duty Backpack Plus,Reebok,Sports,,https://www.amazon.com/product/reebok-heavy-duty-backpack-plus-47,amazon,1193.15,,USD,,False,4.3,127,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/6177127407751.jpg,amazon|sports,2026-03-24T11:42:35.115774
a2617b67-58fd-498b-88e9-e90026bd847e,0784020273155,LEGO Smart Remote Control Car Max,LEGO,Toys,,https://www.amazon.com/product/lego-smart-remote-control-car-max-48,amazon,434.58,525.84,USD,17.4,True,,0,in_stock,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.amazon.example/img/0784020273155.jpg,amazon|toys,2026-03-23T04:01:47.052821
023fae1b-c571-4bd9-b020-8a26693aef6e,8708424435386,Nestle Ultra Multivitamin,Nestle,Food,,https://www.amazon.com/product/nestle-ultra-multivitamin-49,amazon,1992.61,2829.51,USD,29.6,True,2.6,1025,in_stock,Crafted with attention to detail and backed by comprehensive warranty coverage.,1,https://cdn.amazon.example/img/8708424435386.jpg,amazon|food,2026-03-21T21:29:46.900882
437043ce-516a-4bb4-a20b-681059f66837,1825637726088,Calvin Klein Dress Lite,Calvin,Fashion,,https://www.amazon.com/product/calvin-klein-dress-lite-50,amazon,2304.51,,USD,,False,5.0,280,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/1825637726088.jpg,amazon|fashion,2026-03-15T19:24:27.641576
f45005a6-8876-4677-b4bf-b1cbc331d47d,1976923517325,Huawei Mouse Max,Huawei,Electronics,,https://www.amazon.com/product/huawei-mouse-max-51,amazon,1230.51,,USD,,False,4.1,22,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.amazon.example/img/1976923517325.jpg,amazon|electronics,2026-03-16T12:57:44.673176
a0058d6b-ad2d-43d0-bd11-7db1c4ef5b5f,9483198339912,MAC Nail Polish 2024,MAC,Beauty,,https://www.amazon.com/product/mac-nail-polish-2024-52,amazon,881.0,,USD,,False,4.1,40,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/9483198339912.jpg,amazon|beauty,2026-03-22T05:59:29.245897
79213071-9c9b-495a-885d-127f7a96d2f0,9734920228493,Cadbury Pro Protein Bar v2,Cadbury,Food,,https://www.amazon.com/product/cadbury-pro-protein-bar-v2-53,amazon,2336.24,,USD,,False,,0,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.amazon.example/img/9734920228493.jpg,amazon|food,2026-03-16T22:58:34.061135
6086370e-397c-439c-a820-170fea91f3a4,5551739384611,Adidas Professional Jeans 2024,Adidas,Fashion,,https://www.amazon.com/product/adidas-professional-jeans-2024-54,amazon,639.97,,USD,,False,,0,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/5551739384611.jpg,amazon|fashion,2026-03-23T02:06:52.807289
a6d35e3d-3b00-4924-aea1-4f044c43c792,5204586567865,Calvin Klein Hoodie v2,Calvin,Fashion,,https://www.amazon.com/product/calvin-klein-hoodie-v2-55,amazon,1959.18,2429.38,USD,19.4,True,,0,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.amazon.example/img/5204586567865.jpg,amazon|fashion,2026-03-21T18:44:30.867672
8a9f5021-7c0e-4e17-8aa4-970ef37b685e,3500411444281,Nike Gym Gloves Max,Nike,Sports,,https://www.amazon.com/product/nike-gym-gloves-max-56,amazon,1721.6,,USD,,False,3.4,314,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.amazon.example/img/3500411444281.jpg,amazon|sports,2026-03-24T17:34:50.881033
356707d0-f2c8-40cd-b6d6-f77a928ce1ee,2097463706081,NGK Deluxe Car Mat Pro,NGK,Automotive,,https://www.amazon.com/product/ngk-deluxe-car-mat-pro-57,amazon,2326.07,,USD,,False,3.0,686,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/2097463706081.jpg,amazon|automotive,2026-03-25T02:19:49.399749
e2ed1aab-c051-41b9-bfa6-e421ce88e44e,2468219619335,Unilever Multivitamin,Unilever,Food,,https://www.amazon.com/product/unilever-multivitamin-58,amazon,2091.51,,USD,,False,2.9,236,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.amazon.example/img/2468219619335.jpg,amazon|food,2026-03-16T06:21:48.404089
e47e7654-e0cb-4827-87a1-6b9157fb3480,0137306879497,Decathlon Portable Yoga Mat Pro,Decathlon,Sports,,https://www.amazon.com/product/decathlon-portable-yoga-mat-pro-59,amazon,659.6,699.18,USD,5.7,True,3.3,116,in_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.amazon.example/img/0137306879497.jpg,amazon|sports,2026-03-20T18:16:36.243009
29e905a3-b209-49d8-a996-0af6b66b6d10,2614176286655,Lenovo Advanced Webcam Lite,Lenovo,Electronics,,https://www.amazon.com/product/lenovo-advanced-webcam-lite-60,amazon,2274.93,,USD,,False,3.4,254,in_stock,"Compact form, powerful results — an ideal solution for modern lifestyles.",1,https://cdn.amazon.example/img/2614176286655.jpg,amazon|electronics,2026-03-15T15:02:55.411306
55537dc7-5d27-43c9-b664-4ba4d68d219a,8626361030233,NYX Serum Plus,NYX,Beauty,,https://www.noon.com/product/nyx-serum-plus-1,noon,1973.06,,AED,,False,4.4,347,out_of_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.noon.example/img/8626361030233.jpg,beauty|noon,2026-03-27T10:09:47.886692
d1f8f8bf-b575-4d62-b510-7356dbd01349,1110294836615,Nike Running Shoes Lite,Nike,Sports,,https://www.noon.com/product/nike-running-shoes-lite-2,noon,5116.6,7265.57,AED,29.6,True,3.9,316,limited,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.noon.example/img/1110294836615.jpg,noon|sports,2026-03-20T11:07:27.937757
233db42d-421a-4895-83f9-4746325a2fc4,1662632092543,Barbie Deluxe Art Set Plus,Barbie,Toys,,https://www.noon.com/product/barbie-deluxe-art-set-plus-3,noon,2184.92,,AED,,False,,0,in_stock,Built for everyday use with durable materials and ergonomic design.,1,https://cdn.noon.example/img/1662632092543.jpg,noon|toys,2026-03-22T23:15:40.730197
03633505-8596-4b5d-93dd-2805c7c147b3,0420425920556,LEGO Puzzle Pro,LEGO,Toys,,https://www.noon.com/product/lego-puzzle-pro-4,noon,7445.61,,AED,,False,3.4,149,in_stock,A versatile product suitable for a wide range of applications and users.,1,https://cdn.noon.example/img/0420425920556.jpg,noon|toys,2026-03-16T10:25:27.634686
ad48dcc8-e2e5-40b7-abb9-9f2d45a7cc3e,5803106097984,Kraft Essential Olive Oil 2024,Kraft,Food,,https://www.noon.com/product/kraft-essential-olive-oil-2024-5,noon,159.68,194.81,AED,18.0,True,4.7,284,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.noon.example/img/5803106097984.jpg,food|noon,2026-03-23T03:26:51.585697
77229d8e-6d20-468b-bbb0-72ffcbb9392d,0104274247397,Puma High Performance Running Shoes Lite,Puma,Sports,,https://www.noon.com/product/puma-high-performance-running-shoes-lite-6,noon,2197.16,3141.94,AED,30.1,True,4.9,179,in_stock,Engineered for performance with precision components and reliable construction.,1,https://cdn.noon.example/img/0104274247397.jpg,noon|sports,2026-03-24T07:57:28.493582
7dcbb662-d0c6-45cf-8e43-c522f0c089b4,8740445549159,HP Router Pro,HP,Electronics,,https://www.noon.com/product/hp-router-pro-7,noon,163.39,,AED,,False,4.0,59,in_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.noon.example/img/8740445549159.jpg,electronics|noon,2026-03-23T08:48:52.106986
ec80fbd2-3d80-440b-8a68-f921eeddead1,4652969111379,Hot Wheels Building Set Plus,Hot,Toys,,https://www.noon.com/product/hot-wheels-building-set-plus-8,noon,4312.53,,AED,,False,,0,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.noon.example/img/4652969111379.jpg,noon|toys,2026-03-26T05:18:42.347552
f74c18f5-efcd-46e4-b804-488a1eb27499,4873729241076,Lenovo Tablet Plus,Lenovo,Electronics,,https://www.noon.com/product/lenovo-tablet-plus-9,noon,6437.76,7210.29,AED,10.7,True,2.6,764,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.noon.example/img/4873729241076.jpg,electronics|noon,2026-03-21T11:03:59.516776
5c448286-9a13-43bd-ab0b-a3c651d29978,8845378438164,Fisher-Price Heavy Duty Art Set Lite,Fisher-Price,Toys,,https://www.noon.com/product/fisher-price-heavy-duty-art-set-lite-10,noon,4802.07,,AED,,False,2.9,497,out_of_stock,High-quality construction ensures long-term reliability and consistent performance.,1,https://cdn.noon.example/img/8845378438164.jpg,noon|toys,2026-03-18T17:52:50.597089
3c1cdcbc-f5b5-468c-98fd-de68db66736a,0073801129443,Reebok Water Bottle Pro,Reebok,Sports,,https://www.noon.com/product/reebok-water-bottle-pro-11,noon,5839.5,,AED,,False,3.2,496,in_stock,Thoughtfully designed to deliver value without cutting corners on key features.,1,https://cdn.noon.example/img/0073801129443.jpg,noon|sports,2026-03-25T00:04:54.966378
41c424db-283b-4ab1-aef3-1cfde94ebb5e,7364545860058,Maybelline Lightweight Conditioner v2,Maybelline,Beauty,,https://www.noon.com/product/maybelline-lightweight-conditioner-v2-12,noon,450.65,,AED,,False,3.3,593,in_stock,Designed to simplify your daily routine without compromising on quality.,1,https://cdn.noon.example/img/7364545860058.jpg,beauty|noon,2026-03-14T23:55:53.962680
eb93da33-52cf-4f94-9306-262e75aad54f,3327801113001,Xiaomi Keyboard Plus,Xiaomi,Electronics,,https://www.noon.com/product/xiaomi-keyboard-plus-13,noon,2859.31,,AED,,False,4.0,182,limited,Combining modern aesthetics with functional engineering for discerning users.,1,https://cdn.noon.example/img/3327801113001.jpg,electronics|noon,2026-03-21T20:02:29.597392
61ca97bf-1aa4-48eb-9779-2698d4ac5e67,5759908635887,LG Wireless Smartwatch Pro,LG,Electronics,,https://www.noon.com/product/lg-wireless-smartwatch-pro-14,noon,7107.6,,AED,,False,4.9,309,in_stock,A trusted choice for professionals and enthusiasts alike.,1,https://cdn.noon.example/img/5759908635887.jpg,electronics|noon,2026-03-25T20:22:35.590720
